FECHA;SUBDETERMINANTE;POSIBLES;POSITIVAS
24/09/2018;Acompanamiento y Contencion;25;20
25/09/2018;Acompanamiento y Contencion;2;2
26/09/2018;Acompanamiento y Contencion;10;4
27/09/2018;Acompanamiento y Contencion;8;4
28/09/2018;Acompanamiento y Contencion;8;5
01/10/2018;Acompanamiento y Contencion;103;90
02/10/2018;Acompanamiento y Contencion;130;113
03/10/2018;Acompanamiento y Contencion;170;154
04/10/2018;Acompanamiento y Contencion;236;201
05/10/2018;Acompanamiento y Contencion;410;346
06/10/2018;Acompanamiento y Contencion;17;14
07/10/2018;Acompanamiento y Contencion;10;9
08/10/2018;Acompanamiento y Contencion;162;141
09/10/2018;Acompanamiento y Contencion;251;208
10/10/2018;Acompanamiento y Contencion;207;190
11/10/2018;Acompanamiento y Contencion;392;339
12/10/2018;Acompanamiento y Contencion;389;342
13/10/2018;Acompanamiento y Contencion;13;12
14/10/2018;Acompanamiento y Contencion;6;6
15/10/2018;Acompanamiento y Contencion;6;6
16/10/2018;Acompanamiento y Contencion;290;262
17/10/2018;Acompanamiento y Contencion;266;225
18/10/2018;Acompanamiento y Contencion;359;310
19/10/2018;Acompanamiento y Contencion;336;311
20/10/2018;Acompanamiento y Contencion;18;18
21/10/2018;Acompanamiento y Contencion;2;1
22/10/2018;Acompanamiento y Contencion;91;76
23/10/2018;Acompanamiento y Contencion;252;228
24/10/2018;Acompanamiento y Contencion;166;142
25/10/2018;Acompanamiento y Contencion;159;142
26/10/2018;Acompanamiento y Contencion;172;146
27/10/2018;Acompanamiento y Contencion;64;58
28/10/2018;Acompanamiento y Contencion;29;22
29/10/2018;Acompanamiento y Contencion;128;103
30/10/2018;Acompanamiento y Contencion;93;77
31/10/2018;Acompanamiento y Contencion;99;93
01/11/2018;Acompanamiento y Contencion;94;71
02/11/2018;Acompanamiento y Contencion;106;85
03/11/2018;Acompanamiento y Contencion;46;34
04/11/2018;Acompanamiento y Contencion;35;22
05/11/2018;Acompanamiento y Contencion;153;134
06/11/2018;Acompanamiento y Contencion;142;125
07/11/2018;Acompanamiento y Contencion;180;158
08/11/2018;Acompanamiento y Contencion;104;95
09/11/2018;Acompanamiento y Contencion;205;165
10/11/2018;Acompanamiento y Contencion;47;41
11/11/2018;Acompanamiento y Contencion;5;3
12/11/2018;Acompanamiento y Contencion;215;181
13/11/2018;Acompanamiento y Contencion;240;202
14/11/2018;Acompanamiento y Contencion;252;222
15/11/2018;Acompanamiento y Contencion;152;132
16/11/2018;Acompanamiento y Contencion;128;120
17/11/2018;Acompanamiento y Contencion;36;29
18/11/2018;Acompanamiento y Contencion;27;25
19/11/2018;Acompanamiento y Contencion;85;79
20/11/2018;Acompanamiento y Contencion;104;96
21/11/2018;Acompanamiento y Contencion;95;85
22/11/2018;Acompanamiento y Contencion;85;71
23/11/2018;Acompanamiento y Contencion;86;74
24/11/2018;Acompanamiento y Contencion;20;18
25/11/2018;Acompanamiento y Contencion;15;11
26/11/2018;Acompanamiento y Contencion;134;110
27/11/2018;Acompanamiento y Contencion;100;85
24/09/2018;Ajustes;0;0
28/09/2018;Ajustes;1;1
01/10/2018;Ajustes;0;0
02/10/2018;Ajustes;5;4
03/10/2018;Ajustes;5;5
04/10/2018;Ajustes;1;1
05/10/2018;Ajustes;0;0
07/10/2018;Ajustes;3;3
08/10/2018;Ajustes;1;1
09/10/2018;Ajustes;2;2
10/10/2018;Ajustes;1;1
11/10/2018;Ajustes;2;2
12/10/2018;Ajustes;1;1
16/10/2018;Ajustes;0;0
17/10/2018;Ajustes;0;0
18/10/2018;Ajustes;0;0
19/10/2018;Ajustes;0;0
23/10/2018;Ajustes;0;0
24/10/2018;Ajustes;3;3
25/10/2018;Ajustes;25;25
26/10/2018;Ajustes;12;8
29/10/2018;Ajustes;1;1
01/11/2018;Ajustes;1;1
12/11/2018;Ajustes;1;1
26/11/2018;Ajustes;1;1
24/09/2018;Anclaje;18;15
25/09/2018;Anclaje;1;1
26/09/2018;Anclaje;8;5
27/09/2018;Anclaje;5;3
28/09/2018;Anclaje;4;2
01/10/2018;Anclaje;40;34
02/10/2018;Anclaje;44;38
03/10/2018;Anclaje;86;78
04/10/2018;Anclaje;94;81
05/10/2018;Anclaje;45;39
06/10/2018;Anclaje;7;7
07/10/2018;Anclaje;0;0
08/10/2018;Anclaje;31;28
09/10/2018;Anclaje;105;79
10/10/2018;Anclaje;54;47
11/10/2018;Anclaje;95;81
12/10/2018;Anclaje;101;97
13/10/2018;Anclaje;10;9
14/10/2018;Anclaje;0;0
15/10/2018;Anclaje;0;0
16/10/2018;Anclaje;61;58
17/10/2018;Anclaje;50;40
18/10/2018;Anclaje;77;59
19/10/2018;Anclaje;93;78
20/10/2018;Anclaje;10;6
21/10/2018;Anclaje;0;0
22/10/2018;Anclaje;18;12
23/10/2018;Anclaje;77;68
24/10/2018;Anclaje;45;38
25/10/2018;Anclaje;25;23
26/10/2018;Anclaje;49;43
27/10/2018;Anclaje;28;21
28/10/2018;Anclaje;2;1
29/10/2018;Anclaje;33;23
30/10/2018;Anclaje;26;18
31/10/2018;Anclaje;42;34
01/11/2018;Anclaje;20;15
02/11/2018;Anclaje;37;25
03/11/2018;Anclaje;22;12
04/11/2018;Anclaje;18;7
05/11/2018;Anclaje;60;37
06/11/2018;Anclaje;45;39
07/11/2018;Anclaje;47;40
08/11/2018;Anclaje;30;25
09/11/2018;Anclaje;91;44
10/11/2018;Anclaje;34;27
11/11/2018;Anclaje;2;1
12/11/2018;Anclaje;97;62
13/11/2018;Anclaje;127;114
14/11/2018;Anclaje;54;46
15/11/2018;Anclaje;44;38
16/11/2018;Anclaje;50;43
17/11/2018;Anclaje;25;24
18/11/2018;Anclaje;8;7
19/11/2018;Anclaje;41;39
20/11/2018;Anclaje;25;21
21/11/2018;Anclaje;24;18
22/11/2018;Anclaje;17;9
23/11/2018;Anclaje;28;24
24/11/2018;Anclaje;16;14
25/11/2018;Anclaje;7;3
26/11/2018;Anclaje;27;19
27/11/2018;Anclaje;31;21
24/09/2018;Asesoramiento;25;22
25/09/2018;Asesoramiento;2;1
26/09/2018;Asesoramiento;10;3
27/09/2018;Asesoramiento;8;6
28/09/2018;Asesoramiento;8;5
01/10/2018;Asesoramiento;103;96
02/10/2018;Asesoramiento;130;115
03/10/2018;Asesoramiento;175;155
04/10/2018;Asesoramiento;258;224
05/10/2018;Asesoramiento;425;319
06/10/2018;Asesoramiento;17;13
07/10/2018;Asesoramiento;11;11
08/10/2018;Asesoramiento;170;155
09/10/2018;Asesoramiento;264;237
10/10/2018;Asesoramiento;243;218
11/10/2018;Asesoramiento;416;347
12/10/2018;Asesoramiento;437;369
13/10/2018;Asesoramiento;13;10
14/10/2018;Asesoramiento;6;5
15/10/2018;Asesoramiento;6;6
16/10/2018;Asesoramiento;345;295
17/10/2018;Asesoramiento;322;279
18/10/2018;Asesoramiento;375;340
19/10/2018;Asesoramiento;353;332
20/10/2018;Asesoramiento;18;15
21/10/2018;Asesoramiento;2;2
22/10/2018;Asesoramiento;110;96
23/10/2018;Asesoramiento;281;265
24/10/2018;Asesoramiento;190;165
25/10/2018;Asesoramiento;169;151
26/10/2018;Asesoramiento;186;165
27/10/2018;Asesoramiento;65;61
28/10/2018;Asesoramiento;29;25
29/10/2018;Asesoramiento;136;113
30/10/2018;Asesoramiento;109;91
31/10/2018;Asesoramiento;108;99
01/11/2018;Asesoramiento;111;90
02/11/2018;Asesoramiento;115;101
03/11/2018;Asesoramiento;47;32
04/11/2018;Asesoramiento;35;25
05/11/2018;Asesoramiento;171;153
06/11/2018;Asesoramiento;166;146
07/11/2018;Asesoramiento;210;176
08/11/2018;Asesoramiento;119;109
09/11/2018;Asesoramiento;232;198
10/11/2018;Asesoramiento;47;44
11/11/2018;Asesoramiento;7;4
12/11/2018;Asesoramiento;233;198
13/11/2018;Asesoramiento;260;232
14/11/2018;Asesoramiento;277;251
15/11/2018;Asesoramiento;197;172
16/11/2018;Asesoramiento;153;138
17/11/2018;Asesoramiento;36;30
18/11/2018;Asesoramiento;27;26
19/11/2018;Asesoramiento;86;80
20/11/2018;Asesoramiento;129;114
21/11/2018;Asesoramiento;113;104
22/11/2018;Asesoramiento;112;95
23/11/2018;Asesoramiento;99;86
24/11/2018;Asesoramiento;21;17
25/11/2018;Asesoramiento;15;14
26/11/2018;Asesoramiento;158;141
27/11/2018;Asesoramiento;120;109
24/09/2018;Automatismos;16;11
26/09/2018;Automatismos;9;5
27/09/2018;Automatismos;7;3
28/09/2018;Automatismos;5;2
01/10/2018;Automatismos;62;28
02/10/2018;Automatismos;86;35
03/10/2018;Automatismos;62;34
04/10/2018;Automatismos;97;48
05/10/2018;Automatismos;281;106
06/10/2018;Automatismos;9;2
07/10/2018;Automatismos;4;2
08/10/2018;Automatismos;125;61
09/10/2018;Automatismos;159;85
10/10/2018;Automatismos;111;37
11/10/2018;Automatismos;230;90
12/10/2018;Automatismos;286;130
14/10/2018;Automatismos;6;2
15/10/2018;Automatismos;0;0
16/10/2018;Automatismos;190;76
17/10/2018;Automatismos;159;66
18/10/2018;Automatismos;201;78
19/10/2018;Automatismos;183;96
20/10/2018;Automatismos;8;2
21/10/2018;Automatismos;2;1
22/10/2018;Automatismos;58;31
23/10/2018;Automatismos;158;122
24/10/2018;Automatismos;88;49
25/10/2018;Automatismos;75;44
26/10/2018;Automatismos;90;55
27/10/2018;Automatismos;34;23
28/10/2018;Automatismos;7;1
29/10/2018;Automatismos;60;20
30/10/2018;Automatismos;45;24
31/10/2018;Automatismos;38;27
01/11/2018;Automatismos;46;16
02/11/2018;Automatismos;46;22
03/11/2018;Automatismos;24;5
04/11/2018;Automatismos;23;3
05/11/2018;Automatismos;78;38
06/11/2018;Automatismos;50;24
07/11/2018;Automatismos;67;28
08/11/2018;Automatismos;40;22
09/11/2018;Automatismos;135;49
10/11/2018;Automatismos;9;4
11/11/2018;Automatismos;2;1
12/11/2018;Automatismos;95;47
13/11/2018;Automatismos;164;112
14/11/2018;Automatismos;96;48
15/11/2018;Automatismos;98;48
16/11/2018;Automatismos;72;41
17/11/2018;Automatismos;9;7
18/11/2018;Automatismos;8;3
19/11/2018;Automatismos;17;6
20/11/2018;Automatismos;58;33
21/11/2018;Automatismos;49;30
22/11/2018;Automatismos;42;22
23/11/2018;Automatismos;23;12
24/11/2018;Automatismos;4;0
25/11/2018;Automatismos;10;6
26/11/2018;Automatismos;54;27
27/11/2018;Automatismos;45;31
22/10/2018;Beneficios;10;7
23/10/2018;Beneficios;18;11
24/10/2018;Beneficios;6;2
26/10/2018;Beneficios;3;0
29/10/2018;Beneficios;7;6
01/11/2018;Beneficios;1;1
02/11/2018;Beneficios;1;0
03/11/2018;Beneficios;2;0
06/11/2018;Beneficios;8;5
07/11/2018;Beneficios;8;0
08/11/2018;Beneficios;20;5
09/11/2018;Beneficios;4;3
12/11/2018;Beneficios;14;9
13/11/2018;Beneficios;14;6
14/11/2018;Beneficios;8;3
15/11/2018;Beneficios;8;2
16/11/2018;Beneficios;5;1
21/11/2018;Beneficios;2;0
23/11/2018;Beneficios;6;1
24/11/2018;Beneficios;8;3
26/11/2018;Beneficios;11;8
27/11/2018;Beneficios;2;1
24/09/2018;Debito Automatico;0;0
28/09/2018;Debito Automatico;2;0
01/10/2018;Debito Automatico;1;0
02/10/2018;Debito Automatico;2;0
03/10/2018;Debito Automatico;2;0
04/10/2018;Debito Automatico;0;0
05/10/2018;Debito Automatico;1;0
07/10/2018;Debito Automatico;0;0
08/10/2018;Debito Automatico;2;0
09/10/2018;Debito Automatico;1;1
10/10/2018;Debito Automatico;1;0
11/10/2018;Debito Automatico;1;0
12/10/2018;Debito Automatico;0;0
16/10/2018;Debito Automatico;1;0
17/10/2018;Debito Automatico;0;0
18/10/2018;Debito Automatico;0;0
19/10/2018;Debito Automatico;0;0
23/10/2018;Debito Automatico;0;0
24/10/2018;Debito Automatico;2;2
25/10/2018;Debito Automatico;8;1
26/10/2018;Debito Automatico;8;0
29/10/2018;Debito Automatico;1;0
01/11/2018;Debito Automatico;2;1
02/11/2018;Debito Automatico;1;0
05/11/2018;Debito Automatico;1;1
13/11/2018;Debito Automatico;1;0
26/11/2018;Debito Automatico;1;0
27/11/2018;Debito Automatico;1;0
24/09/2018;Derivacion;18;11
25/09/2018;Derivacion;1;0
26/09/2018;Derivacion;7;4
27/09/2018;Derivacion;3;2
28/09/2018;Derivacion;4;2
01/10/2018;Derivacion;41;33
02/10/2018;Derivacion;34;29
03/10/2018;Derivacion;52;44
04/10/2018;Derivacion;80;63
05/10/2018;Derivacion;55;44
06/10/2018;Derivacion;7;7
07/10/2018;Derivacion;2;1
08/10/2018;Derivacion;30;25
09/10/2018;Derivacion;62;58
10/10/2018;Derivacion;69;59
11/10/2018;Derivacion;94;81
12/10/2018;Derivacion;101;50
13/10/2018;Derivacion;4;1
14/10/2018;Derivacion;2;2
15/10/2018;Derivacion;2;2
16/10/2018;Derivacion;73;64
17/10/2018;Derivacion;76;65
18/10/2018;Derivacion;92;80
19/10/2018;Derivacion;112;105
20/10/2018;Derivacion;4;4
21/10/2018;Derivacion;0;0
22/10/2018;Derivacion;31;29
23/10/2018;Derivacion;47;41
24/10/2018;Derivacion;50;47
25/10/2018;Derivacion;24;20
26/10/2018;Derivacion;51;45
27/10/2018;Derivacion;27;24
28/10/2018;Derivacion;9;6
29/10/2018;Derivacion;38;33
30/10/2018;Derivacion;22;17
31/10/2018;Derivacion;36;35
01/11/2018;Derivacion;36;27
02/11/2018;Derivacion;48;39
03/11/2018;Derivacion;16;9
04/11/2018;Derivacion;17;13
05/11/2018;Derivacion;56;51
06/11/2018;Derivacion;33;28
07/11/2018;Derivacion;45;38
08/11/2018;Derivacion;34;31
09/11/2018;Derivacion;84;65
10/11/2018;Derivacion;15;12
11/11/2018;Derivacion;5;5
12/11/2018;Derivacion;106;95
13/11/2018;Derivacion;156;128
14/11/2018;Derivacion;151;135
15/11/2018;Derivacion;46;41
16/11/2018;Derivacion;28;28
17/11/2018;Derivacion;9;8
18/11/2018;Derivacion;5;4
19/11/2018;Derivacion;26;22
20/11/2018;Derivacion;30;24
21/11/2018;Derivacion;22;20
22/11/2018;Derivacion;25;21
23/11/2018;Derivacion;24;21
24/11/2018;Derivacion;9;6
25/11/2018;Derivacion;5;4
26/11/2018;Derivacion;29;17
27/11/2018;Derivacion;28;25
24/09/2018;Escucha activa;25;20
25/09/2018;Escucha activa;2;2
26/09/2018;Escucha activa;10;5
27/09/2018;Escucha activa;8;4
28/09/2018;Escucha activa;8;5
01/10/2018;Escucha activa;103;96
02/10/2018;Escucha activa;130;121
03/10/2018;Escucha activa;177;169
04/10/2018;Escucha activa;258;246
05/10/2018;Escucha activa;425;409
06/10/2018;Escucha activa;17;16
07/10/2018;Escucha activa;11;11
08/10/2018;Escucha activa;170;163
09/10/2018;Escucha activa;262;253
10/10/2018;Escucha activa;240;237
11/10/2018;Escucha activa;431;413
12/10/2018;Escucha activa;433;414
13/10/2018;Escucha activa;13;12
14/10/2018;Escucha activa;6;5
15/10/2018;Escucha activa;6;6
16/10/2018;Escucha activa;330;313
17/10/2018;Escucha activa;307;296
18/10/2018;Escucha activa;348;335
19/10/2018;Escucha activa;307;292
20/10/2018;Escucha activa;18;18
21/10/2018;Escucha activa;2;1
22/10/2018;Escucha activa;108;102
23/10/2018;Escucha activa;285;280
24/10/2018;Escucha activa;184;177
25/10/2018;Escucha activa;168;157
26/10/2018;Escucha activa;188;178
27/10/2018;Escucha activa;65;65
28/10/2018;Escucha activa;29;28
29/10/2018;Escucha activa;141;126
30/10/2018;Escucha activa;104;97
31/10/2018;Escucha activa;103;102
01/11/2018;Escucha activa;108;94
02/11/2018;Escucha activa;113;103
03/11/2018;Escucha activa;49;36
04/11/2018;Escucha activa;35;33
05/11/2018;Escucha activa;173;160
06/11/2018;Escucha activa;170;164
07/11/2018;Escucha activa;217;204
08/11/2018;Escucha activa;128;125
09/11/2018;Escucha activa;226;214
10/11/2018;Escucha activa;47;44
11/11/2018;Escucha activa;7;5
12/11/2018;Escucha activa;246;215
13/11/2018;Escucha activa;270;252
14/11/2018;Escucha activa;281;267
15/11/2018;Escucha activa;205;195
16/11/2018;Escucha activa;154;147
17/11/2018;Escucha activa;36;34
18/11/2018;Escucha activa;27;27
19/11/2018;Escucha activa;86;84
20/11/2018;Escucha activa;127;121
21/11/2018;Escucha activa;113;109
22/11/2018;Escucha activa;109;107
23/11/2018;Escucha activa;107;95
24/11/2018;Escucha activa;29;26
25/11/2018;Escucha activa;15;15
26/11/2018;Escucha activa;169;161
27/11/2018;Escucha activa;116;109
24/09/2018;Esfuerzo emocional;25;13
25/09/2018;Esfuerzo emocional;2;2
26/09/2018;Esfuerzo emocional;10;6
27/09/2018;Esfuerzo emocional;8;6
28/09/2018;Esfuerzo emocional;8;5
01/10/2018;Esfuerzo emocional;103;94
02/10/2018;Esfuerzo emocional;130;117
03/10/2018;Esfuerzo emocional;178;160
04/10/2018;Esfuerzo emocional;260;238
05/10/2018;Esfuerzo emocional;426;402
06/10/2018;Esfuerzo emocional;17;12
07/10/2018;Esfuerzo emocional;11;9
08/10/2018;Esfuerzo emocional;170;160
09/10/2018;Esfuerzo emocional;265;251
10/10/2018;Esfuerzo emocional;245;233
11/10/2018;Esfuerzo emocional;431;389
12/10/2018;Esfuerzo emocional;438;401
13/10/2018;Esfuerzo emocional;13;11
14/10/2018;Esfuerzo emocional;6;3
15/10/2018;Esfuerzo emocional;6;6
16/10/2018;Esfuerzo emocional;345;327
17/10/2018;Esfuerzo emocional;322;301
18/10/2018;Esfuerzo emocional;376;359
19/10/2018;Esfuerzo emocional;354;323
20/10/2018;Esfuerzo emocional;18;18
21/10/2018;Esfuerzo emocional;2;2
22/10/2018;Esfuerzo emocional;113;104
23/10/2018;Esfuerzo emocional;286;269
24/10/2018;Esfuerzo emocional;188;166
25/10/2018;Esfuerzo emocional;170;141
26/10/2018;Esfuerzo emocional;186;159
27/10/2018;Esfuerzo emocional;65;60
28/10/2018;Esfuerzo emocional;29;26
29/10/2018;Esfuerzo emocional;143;118
30/10/2018;Esfuerzo emocional;110;99
31/10/2018;Esfuerzo emocional;108;102
01/11/2018;Esfuerzo emocional;112;98
02/11/2018;Esfuerzo emocional;118;105
03/11/2018;Esfuerzo emocional;49;39
04/11/2018;Esfuerzo emocional;34;24
05/11/2018;Esfuerzo emocional;173;154
06/11/2018;Esfuerzo emocional;176;164
07/11/2018;Esfuerzo emocional;222;199
08/11/2018;Esfuerzo emocional;139;127
09/11/2018;Esfuerzo emocional;232;196
10/11/2018;Esfuerzo emocional;47;44
11/11/2018;Esfuerzo emocional;7;4
12/11/2018;Esfuerzo emocional;253;218
13/11/2018;Esfuerzo emocional;275;255
14/11/2018;Esfuerzo emocional;286;259
15/11/2018;Esfuerzo emocional;207;196
16/11/2018;Esfuerzo emocional;159;152
17/11/2018;Esfuerzo emocional;36;33
18/11/2018;Esfuerzo emocional;27;24
19/11/2018;Esfuerzo emocional;86;79
20/11/2018;Esfuerzo emocional;129;109
21/11/2018;Esfuerzo emocional;116;108
22/11/2018;Esfuerzo emocional;112;104
23/11/2018;Esfuerzo emocional;107;99
24/11/2018;Esfuerzo emocional;29;27
25/11/2018;Esfuerzo emocional;15;14
26/11/2018;Esfuerzo emocional;170;157
27/11/2018;Esfuerzo emocional;122;117
24/09/2018;Espera innecesaria;25;10
25/09/2018;Espera innecesaria;2;1
26/09/2018;Espera innecesaria;10;6
27/09/2018;Espera innecesaria;8;6
28/09/2018;Espera innecesaria;8;3
01/10/2018;Espera innecesaria;99;94
02/10/2018;Espera innecesaria;130;123
03/10/2018;Espera innecesaria;176;163
04/10/2018;Espera innecesaria;259;240
05/10/2018;Espera innecesaria;426;406
06/10/2018;Espera innecesaria;17;17
07/10/2018;Espera innecesaria;11;8
08/10/2018;Espera innecesaria;166;155
09/10/2018;Espera innecesaria;262;238
10/10/2018;Espera innecesaria;243;235
11/10/2018;Espera innecesaria;424;401
12/10/2018;Espera innecesaria;438;415
13/10/2018;Espera innecesaria;13;12
14/10/2018;Espera innecesaria;6;5
15/10/2018;Espera innecesaria;0;0
16/10/2018;Espera innecesaria;344;329
17/10/2018;Espera innecesaria;322;312
18/10/2018;Espera innecesaria;376;361
19/10/2018;Espera innecesaria;354;321
20/10/2018;Espera innecesaria;18;17
21/10/2018;Espera innecesaria;2;1
22/10/2018;Espera innecesaria;110;103
23/10/2018;Espera innecesaria;280;267
24/10/2018;Espera innecesaria;185;159
25/10/2018;Espera innecesaria;168;130
26/10/2018;Espera innecesaria;187;159
27/10/2018;Espera innecesaria;64;58
28/10/2018;Espera innecesaria;29;24
29/10/2018;Espera innecesaria;140;110
30/10/2018;Espera innecesaria;109;105
31/10/2018;Espera innecesaria;108;102
01/11/2018;Espera innecesaria;112;99
02/11/2018;Espera innecesaria;118;105
03/11/2018;Espera innecesaria;49;34
04/11/2018;Espera innecesaria;34;25
05/11/2018;Espera innecesaria;173;147
06/11/2018;Espera innecesaria;171;158
07/11/2018;Espera innecesaria;221;200
08/11/2018;Espera innecesaria;139;130
09/11/2018;Espera innecesaria;230;178
10/11/2018;Espera innecesaria;47;40
11/11/2018;Espera innecesaria;7;6
12/11/2018;Espera innecesaria;250;218
13/11/2018;Espera innecesaria;275;235
14/11/2018;Espera innecesaria;286;253
15/11/2018;Espera innecesaria;207;193
16/11/2018;Espera innecesaria;159;152
17/11/2018;Espera innecesaria;36;33
18/11/2018;Espera innecesaria;27;23
19/11/2018;Espera innecesaria;86;78
20/11/2018;Espera innecesaria;129;107
21/11/2018;Espera innecesaria;116;108
22/11/2018;Espera innecesaria;112;104
23/11/2018;Espera innecesaria;107;105
24/11/2018;Espera innecesaria;29;27
25/11/2018;Espera innecesaria;15;14
26/11/2018;Espera innecesaria;170;159
27/11/2018;Espera innecesaria;121;115
24/09/2018;Explicacion;24;17
25/09/2018;Explicacion;2;2
26/09/2018;Explicacion;9;5
27/09/2018;Explicacion;8;3
28/09/2018;Explicacion;8;3
01/10/2018;Explicacion;98;89
02/10/2018;Explicacion;122;107
03/10/2018;Explicacion;149;134
04/10/2018;Explicacion;213;180
05/10/2018;Explicacion;319;303
06/10/2018;Explicacion;15;14
07/10/2018;Explicacion;5;2
08/10/2018;Explicacion;147;142
09/10/2018;Explicacion;239;176
10/10/2018;Explicacion;135;123
11/10/2018;Explicacion;352;325
12/10/2018;Explicacion;325;293
13/10/2018;Explicacion;13;13
14/10/2018;Explicacion;6;3
15/10/2018;Explicacion;6;6
16/10/2018;Explicacion;209;183
17/10/2018;Explicacion;208;177
18/10/2018;Explicacion;327;287
19/10/2018;Explicacion;303;267
20/10/2018;Explicacion;18;17
21/10/2018;Explicacion;2;2
22/10/2018;Explicacion;77;61
23/10/2018;Explicacion;229;168
24/10/2018;Explicacion;143;127
25/10/2018;Explicacion;138;121
26/10/2018;Explicacion;156;124
27/10/2018;Explicacion;61;54
28/10/2018;Explicacion;29;26
29/10/2018;Explicacion;117;98
30/10/2018;Explicacion;84;73
31/10/2018;Explicacion;92;89
01/11/2018;Explicacion;76;61
02/11/2018;Explicacion;90;80
03/11/2018;Explicacion;44;32
04/11/2018;Explicacion;33;18
05/11/2018;Explicacion;141;101
06/11/2018;Explicacion;126;118
07/11/2018;Explicacion;154;139
08/11/2018;Explicacion;89;81
09/11/2018;Explicacion;189;139
10/11/2018;Explicacion;46;41
11/11/2018;Explicacion;4;0
12/11/2018;Explicacion;197;161
13/11/2018;Explicacion;219;187
14/11/2018;Explicacion;241;211
15/11/2018;Explicacion;129;119
16/11/2018;Explicacion;107;94
17/11/2018;Explicacion;33;27
18/11/2018;Explicacion;24;24
19/11/2018;Explicacion;85;74
20/11/2018;Explicacion;87;76
21/11/2018;Explicacion;72;69
22/11/2018;Explicacion;72;64
23/11/2018;Explicacion;68;60
24/11/2018;Explicacion;21;18
25/11/2018;Explicacion;13;10
26/11/2018;Explicacion;118;111
27/11/2018;Explicacion;76;68
24/09/2018;Fidelizacion;15;12
26/09/2018;Fidelizacion;10;4
27/09/2018;Fidelizacion;6;2
28/09/2018;Fidelizacion;7;4
01/10/2018;Fidelizacion;42;40
02/10/2018;Fidelizacion;72;68
03/10/2018;Fidelizacion;65;59
04/10/2018;Fidelizacion;71;62
05/10/2018;Fidelizacion;255;227
06/10/2018;Fidelizacion;6;5
07/10/2018;Fidelizacion;2;2
08/10/2018;Fidelizacion;78;75
09/10/2018;Fidelizacion;91;86
10/10/2018;Fidelizacion;139;130
11/10/2018;Fidelizacion;231;205
12/10/2018;Fidelizacion;270;252
14/10/2018;Fidelizacion;0;0
15/10/2018;Fidelizacion;0;0
16/10/2018;Fidelizacion;212;205
17/10/2018;Fidelizacion;176;164
18/10/2018;Fidelizacion;247;241
19/10/2018;Fidelizacion;126;123
20/10/2018;Fidelizacion;5;5
21/10/2018;Fidelizacion;0;0
22/10/2018;Fidelizacion;50;49
23/10/2018;Fidelizacion;98;95
24/10/2018;Fidelizacion;111;106
25/10/2018;Fidelizacion;122;111
26/10/2018;Fidelizacion;140;128
27/10/2018;Fidelizacion;38;37
28/10/2018;Fidelizacion;25;18
29/10/2018;Fidelizacion;85;63
30/10/2018;Fidelizacion;60;53
31/10/2018;Fidelizacion;64;61
01/11/2018;Fidelizacion;64;54
02/11/2018;Fidelizacion;74;67
03/11/2018;Fidelizacion;39;25
04/11/2018;Fidelizacion;31;24
05/11/2018;Fidelizacion;114;103
06/11/2018;Fidelizacion;67;60
07/11/2018;Fidelizacion;124;108
08/11/2018;Fidelizacion;70;68
09/11/2018;Fidelizacion;183;168
10/11/2018;Fidelizacion;29;29
11/11/2018;Fidelizacion;7;4
12/11/2018;Fidelizacion;168;138
13/11/2018;Fidelizacion;207;192
14/11/2018;Fidelizacion;193;174
15/11/2018;Fidelizacion;124;116
16/11/2018;Fidelizacion;90;85
17/11/2018;Fidelizacion;15;14
18/11/2018;Fidelizacion;21;19
19/11/2018;Fidelizacion;19;18
20/11/2018;Fidelizacion;60;58
21/11/2018;Fidelizacion;58;54
22/11/2018;Fidelizacion;55;47
23/11/2018;Fidelizacion;30;29
24/11/2018;Fidelizacion;8;5
25/11/2018;Fidelizacion;10;10
26/11/2018;Fidelizacion;88;81
27/11/2018;Fidelizacion;66;63
24/09/2018;Herramientas Sistema;24;18
25/09/2018;Herramientas Sistema;2;2
26/09/2018;Herramientas Sistema;9;5
27/09/2018;Herramientas Sistema;8;5
28/09/2018;Herramientas Sistema;8;4
01/10/2018;Herramientas Sistema;103;96
02/10/2018;Herramientas Sistema;130;116
03/10/2018;Herramientas Sistema;178;163
04/10/2018;Herramientas Sistema;260;226
05/10/2018;Herramientas Sistema;425;361
06/10/2018;Herramientas Sistema;17;16
07/10/2018;Herramientas Sistema;11;9
08/10/2018;Herramientas Sistema;170;161
09/10/2018;Herramientas Sistema;265;249
10/10/2018;Herramientas Sistema;249;214
11/10/2018;Herramientas Sistema;432;394
12/10/2018;Herramientas Sistema;437;395
13/10/2018;Herramientas Sistema;13;12
14/10/2018;Herramientas Sistema;6;5
15/10/2018;Herramientas Sistema;6;6
16/10/2018;Herramientas Sistema;344;289
17/10/2018;Herramientas Sistema;321;265
18/10/2018;Herramientas Sistema;376;333
19/10/2018;Herramientas Sistema;354;328
20/10/2018;Herramientas Sistema;18;16
21/10/2018;Herramientas Sistema;2;2
22/10/2018;Herramientas Sistema;112;102
23/10/2018;Herramientas Sistema;296;269
24/10/2018;Herramientas Sistema;192;164
25/10/2018;Herramientas Sistema;169;148
26/10/2018;Herramientas Sistema;184;172
27/10/2018;Herramientas Sistema;63;52
28/10/2018;Herramientas Sistema;29;27
29/10/2018;Herramientas Sistema;143;118
30/10/2018;Herramientas Sistema;110;94
